,user,new_movie,predicted_rating,movie_title
76,20.0,72612,5.0,The Fly
77,20.0,26160,4.666666666666667,Asterix the Gaul
78,20.0,44197,4.666666666666667,Find Me Guilty
79,20.0,91355,4.666666666666667,Asterix and the Vikings
80,21.0,126548,4.5,The DUFF
81,21.0,55417,4.5,Irina Palm
82,21.0,47148,4.5,Mrs Palfrey at The Claremont
83,21.0,69529,4.5,Home
84,22.0,1563,4.625,Dream with the Fishes
85,22.0,4076,4.625,Two Ninas
86,22.0,4796,4.625,The Grass Is Greener
87,22.0,4605,4.625,How to Get Ahead in Advertising
88,23.0,101947,4.409090909090909,U2: From the Sky Down
89,23.0,4000,4.333333333333333,The Bounty
90,23.0,32153,4.3,Once Upon a Forest
91,23.0,46574,4.3,The Oh in Ohio
92,24.0,4945,5.0,The Enforcer
93,24.0,107412,5.0,"Kidnapping, Caucasian Style"
94,24.0,107649,5.0,Borgman
95,24.0,98615,5.0,Burn Up!
96,25.0,7340,5.0,Just One of the Guys
97,25.0,26394,5.0,The Turning Point
98,25.0,6474,5.0,The Truce
99,25.0,3945,5.0,Digimon: The Movie
100,26.0,98126,4.285714285714286,Capital
101,26.0,78903,4.285714285714286,State of Siege
102,26.0,41336,4.285714285714286,Nazarin
103,26.0,96,4.25,A Midwinter's Tale
104,27.0,6154,5.0,Deliver Us from Eva
105,27.0,4691,5.0,Def-Con 4
106,27.0,5518,5.0,Beau Pere
107,27.0,47148,5.0,Mrs Palfrey at The Claremont
108,28.0,128512,5.000000000000001,Paper Towns
109,28.0,2650,5.0,The Ghost of Frankenstein
110,28.0,3906,5.0,Under Suspicion
111,28.0,70121,5.0,'Neath the Arizona Skies
113,29.0,53,5.0,Lamerica
114,29.0,39416,5.0,Kids in America
115,29.0,80,5.0,The White Balloon
116,30.0,69529,4.7,Home
117,30.0,126548,4.583333333333333,The DUFF
118,30.0,6474,4.575,The Truce
119,30.0,26513,4.55,The Ice Pirates
120,31.0,2758,5.0,Plenty
121,31.0,58107,4.875,Step Up 2: The Streets
122,31.0,3829,4.75,Mad About Mambo
123,31.0,3474,4.75,Retroactive
124,32.0,77414,5.0,The Last Song
125,32.0,106471,5.0,One Piece Film Strong World
126,32.0,82152,5.0,Beastly
127,32.0,3934,5.0,Kronos
128,33.0,401,4.333333333333333,Mirage
129,33.0,27186,4.333333333333333,Kirikou and the Sorceress
130,33.0,2284,4.125,Bandit Queen
131,33.0,26903,4.003268950438428,Whisper of the Heart
132,34.0,72612,5.0,The Fly
133,34.0,8133,5.0,The Inheritance
134,34.0,6624,5.0,Agent Cody Banks
135,34.0,80748,5.0,Bread and Tulips
136,35.0,54256,5.0,Hot Rod
137,35.0,26471,5.0,Eddie Murphy: Delirious
138,35.0,50514,5.0,After the Wedding
139,35.0,70728,5.0,Bronson
140,36.0,27186,5.0,Kirikou and the Sorceress
141,36.0,2638,5.0,The Mummy's Tomb
142,36.0,5958,5.0,The Wild Thornberrys Movie
143,36.0,6012,5.0,A Guy Thing
144,37.0,5427,5.0,Caveman
145,37.0,3434,5.0,Death Wish 5: The Face of Death
146,37.0,69516,5.0,The Limits of Control
147,37.0,69280,5.0,The Clique
148,38.0,59834,5.0,100 Rifles
149,38.0,45969,5.0,Career Opportunities
150,38.0,71876,5.0,Amelia
151,38.0,70121,5.0,'Neath the Arizona Skies
152,39.0,3934,5.0,Kronos
153,39.0,2650,5.0,The Ghost of Frankenstein
154,39.0,8484,5.0,The Human Condition I: No Greater Love
155,39.0,3768,5.0,Braddock: Missing in Action III
156,40.0,3116,5.0,Miss Julie
157,40.0,26854,5.0,Darkman II: The Return of Durant
158,40.0,140741,5.0,Get Your Stuff
159,40.0,110058,5.0,Brotherhood
160,41.0,8915,4.5,Stage Beauty
161,41.0,5117,4.5,Funny Lady
162,41.0,7204,4.5,Hells Angels on Wheels
163,41.0,5864,4.5,"Tarzan, the Ape Man"
164,42.0,59834,5.0,100 Rifles
165,42.0,7051,5.0,What's New Pussycat?
166,42.0,45969,5.0,Career Opportunities
167,42.0,2975,5.0,The Best Man
168,43.0,8765,5.0,This Gun for Hire
169,43.0,132952,5.0,Sarfarosh
170,43.0,1174,5.0,Dead Tired
171,43.0,1669,5.0,The Tango Lesson
172,44.0,4928,4.5,That Obscure Object of Desire
173,44.0,8982,4.5,I Am David
174,44.0,3001,4.5,The Suburbans
175,44.0,3765,4.5,The Hot Spot
176,45.0,4842,5.0,The Dogs of War
177,45.0,3945,5.0,Digimon: The Movie
178,45.0,5768,5.0,Modern Problems
180,46.0,56156,5.000000000000003,Hitman
181,46.0,40581,5.000000000000003,Just Friends
182,46.0,6722,5.000000000000002,Once Upon a Time in China II
183,46.0,99813,5.000000000000002,"Batman: The Dark Knight Returns, Part 2"
184,47.0,97895,5.0,What Richard Did
185,47.0,136449,5.0,Ghost in the Shell 2.0
186,47.0,62115,5.0,Six Shooter
187,47.0,146309,5.0,The Boy and the Beast
188,48.0,72612,4.5,The Fly
189,48.0,58107,4.357142857142857,Step Up 2: The Streets
190,48.0,7312,4.333333333333333,"Follow Me, Boys!"
191,48.0,3883,4.333333333333333,Catfish in Black Bean Sauce
192,49.0,91673,5.0,Albert Nobbs
193,49.0,98615,5.0,Burn Up!
194,49.0,1067,5.0,A Damsel in Distress
195,49.0,4766,5.0,Our Lady of the Assassins
196,50.0,1328,5.0,The Amityville Curse
197,50.0,5917,5.0,Zoot Suit
198,50.0,126548,4.5,The DUFF
199,50.0,141668,4.333333333333333,War Room
200,51.0,61167,5.0,Henry Poole Is Here
201,51.0,43556,5.0,Annapolis
202,51.0,65601,5.0,My Bloody Valentine
203,51.0,64032,5.0,Four Christmases
204,52.0,2197,5.0,Firelight
205,52.0,5278,5.0,Fraternity Vacation
206,52.0,80748,5.0,Bread and Tulips
207,52.0,51372,5.0,Cats
208,53.0,156025,5.0,Ice Age: The Great Egg-Scapade
209,53.0,39408,5.0,Left Behind III: World at War
210,53.0,56633,5.0,Butterfly on a Wheel
211,53.0,2190,5.0,Why Do Fools Fall In Love
212,54.0,39408,5.0,Left Behind III: World at War
213,54.0,4593,5.0,Family Business
214,54.0,7773,5.0,Bang Bang You're Dead
215,54.0,1067,5.0,A Damsel in Distress
216,55.0,162672,5.0,Mohenjo Daro
217,55.0,5076,5.0,The Adventures of Huck Finn
218,55.0,100553,5.0,Frozen Planet
219,55.0,101947,5.0,U2: From the Sky Down
220,56.0,138204,4.428571428571429,7 Days in Hell
221,56.0,137595,4.428571428571429,Magic Mike XXL
222,56.0,134783,4.428571428571429,Entourage
223,56.0,134528,4.428571428571429,Aloha
224,57.0,7172,5.0,Distant
225,57.0,31930,5.0,Masculin Féminin
226,57.0,5685,5.0,Real Women Have Curves
227,57.0,81054,5.0,Love Is Colder Than Death
228,58.0,158314,5.0,Daniel Tosh: Completely Serious
229,58.0,58107,5.0,Step Up 2: The Streets
230,58.0,59985,5.0,Chaos Theory
231,58.0,60649,5.0,Space Chimps
232,59.0,55417,5.0,Irina Palm
233,59.0,55732,5.0,Martian Child
234,59.0,70344,5.0,Cold Souls
235,59.0,39427,5.0,Stay
236,60.0,5985,5.0,Asoka
237,60.0,44197,5.0,Find Me Guilty
238,60.0,74787,5.0,My Name Is Khan
239,60.0,89045,5.0,Rocky VI
240,61.0,91548,5.0,Life in a Day
241,61.0,4493,5.0,Critters 2
242,61.0,126548,5.0,The DUFF
243,61.0,27186,4.9375,Kirikou and the Sorceress
244,62.0,39408,5.0,Left Behind III: World at War
245,62.0,2758,5.0,Plenty
246,62.0,3474,5.0,Retroactive
247,62.0,58107,5.0,Step Up 2: The Streets
248,63.0,2637,5.0,The Mummy's Hand
249,63.0,2647,5.0,House of Frankenstein
250,63.0,109249,5.0,The Journey
251,63.0,39427,5.0,Stay
252,64.0,4768,5.000000000000001,"Dr. Mabuse, the Gambler"
253,64.0,3303,5.0,Black Tar Heroin: The Dark End of the Street
254,64.0,103659,5.0,Justice League: The Flashpoint Paradox
255,64.0,47148,5.0,Mrs Palfrey at The Claremont
256,65.0,3885,5.0,Love & Sex
257,65.0,4521,5.0,Little Nikita
258,65.0,132952,5.0,Sarfarosh
259,65.0,89045,5.0,Rocky VI
260,66.0,54768,5.0,Daddy Day Camp
261,66.0,5413,5.0,Zombie Holocaust
262,66.0,4045,5.0,Breakheart Pass
263,66.0,32153,5.0,Once Upon a Forest
264,67.0,5224,5.0,Promises
265,67.0,872,5.0,Vive L'Amour
266,67.0,61206,5.0,In the City of Sylvia
267,67.0,31524,5.0,The Bitter Tears of Petra von Kant
268,68.0,8915,5.0,Stage Beauty
269,68.0,8899,4.5,Hardcore
270,68.0,6883,4.5,Sylvia
271,68.0,50804,4.357142857142857,Hannibal Rising
272,69.0,127098,5.0,Louis C.K.: Live at The Comedy Store
273,69.0,137595,5.0,Magic Mike XXL
274,69.0,78903,5.0,State of Siege
275,69.0,26160,5.0,Asterix the Gaul
277,70.0,33158,5.0,xXx: State of the Union
278,70.0,6624,5.0,Agent Cody Banks
279,70.0,559,5.0,"Paris, France"
280,71.0,27251,5.0,The 10th Kingdom
281,71.0,111235,5.0,Jodorowsky's Dune
282,71.0,1733,5.0,Afterglow
283,71.0,43899,5.0,Tony Takitani
284,72.0,55417,4.5,Irina Palm
285,72.0,2636,4.0,The Mummy's Ghost
286,72.0,8133,4.0,The Inheritance
287,72.0,4593,4.0,Family Business
288,73.0,4539,4.5,Salsa
289,73.0,127098,4.431034482758621,Louis C.K.: Live at The Comedy Store
290,73.0,6425,4.409090909090909,The Sixth Man
291,73.0,100553,4.388888888888889,Frozen Planet
292,74.0,7564,5.0,Kwaidan
293,74.0,6509,5.0,Ali: Fear Eats the Soul
294,74.0,2776,5.0,Marcello Mastroianni: I Remember
295,74.0,1539,5.0,Twin Town
296,75.0,69280,4.5,The Clique
297,75.0,158956,4.4375,Kill Command
298,75.0,136449,4.4375,Ghost in the Shell 2.0
299,75.0,127052,4.4375,Operation Y and Other Shurik's Adventures
300,76.0,43556,5.0,Annapolis
301,76.0,309,5.0,"Red Firecracker, Green Firecracker"
302,76.0,114,5.0,Margaret's Museum
303,76.0,167,5.0,Feast of July
304,77.0,101947,4.055555555555555,U2: From the Sky Down
305,77.0,8823,4.0,The Sting II
306,77.0,55417,4.0,Irina Palm
307,78.0,8823,5.0,The Sting II
308,78.0,6883,5.0,Sylvia
309,78.0,58107,4.916666666666667,Step Up 2: The Streets
310,78.0,2339,4.875,I'll Be Home for Christmas
311,80.0,6730,5.0,Convoy
312,80.0,71876,5.0,Amelia
313,80.0,98604,5.0,From Up on Poppy Hill
314,80.0,95567,5.0,People Like Us
315,81.0,55417,5.0,Irina Palm
316,81.0,6154,5.0,Deliver Us from Eva
317,81.0,6014,5.0,National Security
318,81.0,6012,5.0,A Guy Thing
319,82.0,5605,5.0,Ratcatcher
320,82.0,6012,5.0,A Guy Thing
322,82.0,5788,5.0,All or Nothing
323,83.0,5278,5.0,Fraternity Vacation
324,83.0,61465,5.0,Bangkok Dangerous
325,83.0,5117,5.0,Funny Lady
326,83.0,3883,5.0,Catfish in Black Bean Sauce
327,84.0,27186,4.4,Kirikou and the Sorceress
328,84.0,26151,4.25,Au Hasard Balthazar
329,84.0,8915,4.214285714285714,Stage Beauty
330,84.0,50804,4.136363636363637,Hannibal Rising
331,85.0,71438,5.0,Still Walking
332,85.0,4470,5.0,Ariel
333,85.0,84637,5.0,Gnomeo & Juliet
334,85.0,7172,5.0,Distant
335,86.0,2652,5.0,The Curse of Frankenstein
336,86.0,72294,5.0,A Christmas Carol
337,86.0,48501,5.0,G.O.R.A.
338,86.0,2653,5.0,Son of Dracula
339,87.0,854,5.0,The Ballad of Narayama
340,87.0,6425,5.0,The Sixth Man
341,87.0,56633,5.0,Butterfly on a Wheel
342,87.0,116939,5.0,Werner - Beinhart!
343,88.0,39408,4.277777777777778,Left Behind III: World at War
344,88.0,5422,4.277777777777778,The Emperor's New Clothes
345,88.0,39416,4.277777777777778,Kids in America
346,88.0,44731,4.277777777777778,Stay Alive
347,89.0,7564,5.0,Kwaidan
348,89.0,3303,5.0,Black Tar Heroin: The Dark End of the Street
349,89.0,52528,5.0,Tristana
350,89.0,2063,5.0,Seventh Heaven
351,90.0,8765,5.0,This Gun for Hire
352,90.0,8629,5.0,The Book of Life
353,90.0,6425,5.0,The Sixth Man
354,90.0,32515,4.666666666666667,Walker
355,91.0,3207,5.0,The Snows of Kilimanjaro
356,91.0,957,5.0,The Scarlet Letter
357,91.0,4538,5.0,Salome's Last Dance
358,91.0,5236,5.0,A Tale of Springtime
359,92.0,72612,5.0,The Fly
360,92.0,91355,5.0,Asterix and the Vikings
361,92.0,2573,5.0,Tango
362,92.0,2636,5.0,The Mummy's Ghost
363,93.0,8915,5.0,Stage Beauty
364,93.0,27186,4.75,Kirikou and the Sorceress
365,93.0,50804,4.5,Hannibal Rising
366,93.0,55417,4.5,Irina Palm
367,94.0,2190,5.0,Why Do Fools Fall In Love
368,94.0,1878,5.0,Woo
369,94.0,7312,4.5,"Follow Me, Boys!"
370,94.0,2191,4.5,Keep the Aspidistra Flying
371,95.0,1669,5.0,The Tango Lesson
372,95.0,26151,5.0,Au Hasard Balthazar
373,95.0,2776,5.0,Marcello Mastroianni: I Remember
374,95.0,7843,5.0,Lammbock
375,96.0,2636,5.0,The Mummy's Ghost
376,96.0,95313,5.0,Jack-Jack Attack
377,96.0,5958,5.0,The Wild Thornberrys Movie
378,96.0,82173,5.0,Tiny Furniture
379,97.0,55732,4.75,Martian Child
380,97.0,8133,4.5,The Inheritance
381,97.0,26151,4.5,Au Hasard Balthazar
382,97.0,5413,4.333333333333333,Zombie Holocaust
383,98.0,1636,5.0,Stag
384,98.0,1428,5.0,Angel Baby
385,98.0,301,5.0,Picture Bride
386,98.0,109249,5.0,The Journey
387,99.0,69529,4.833333333333333,Home
388,99.0,44731,4.5,Stay Alive
390,99.0,5422,4.5,The Emperor's New Clothes
391,100.0,110645,5.0,Witching & Bitching
392,100.0,7340,5.0,Just One of the Guys
393,100.0,2438,5.0,Outside Ozona
394,100.0,2636,5.0,The Mummy's Ghost
395,101.0,39416,5.0,Kids in America
396,101.0,148888,5.0,Zoolander 2
397,101.0,58107,5.0,Step Up 2: The Streets
398,101.0,25801,5.0,She Done Him Wrong
399,102.0,162672,5.0,Mohenjo Daro
400,102.0,162542,5.0,Rustom
401,102.0,149606,5.0,Bajirao Mastani
402,102.0,98000,5.0,Student of the Year
403,103.0,54768,5.0,Daddy Day Camp
404,103.0,4753,5.0,Vamp
405,103.0,32153,5.0,Once Upon a Forest
406,103.0,7204,5.0,Hells Angels on Wheels
407,104.0,5917,5.0,Zoot Suit
408,104.0,5969,5.0,My Girl 2
409,104.0,439,5.0,Dangerous Game
410,104.0,8765,5.0,This Gun for Hire
411,105.0,8133,4.166666666666667,The Inheritance
412,105.0,8915,4.166666666666667,Stage Beauty
413,105.0,559,4.15,"Paris, France"
414,105.0,681,4.15,Coup de Torchon
415,106.0,2897,5.0,And the Ship Sails On
416,106.0,59447,5.0,Fiorile
417,106.0,26160,5.0,Asterix the Gaul
418,106.0,141688,5.0,Legend
419,107.0,630,5.000000000000001,Carried Away
420,107.0,2246,5.0,Stars & Bars
421,107.0,3423,5.0,School Daze
422,107.0,3338,5.0,For All Mankind
423,108.0,2998,5.0,Dreaming of Joseph Lees
424,108.0,3909,5.0,Woman on Top
425,108.0,98126,5.0,Capital
426,108.0,2573,5.0,Tango
427,109.0,134528,5.0,Aloha
428,109.0,50703,5.0,The Secret
429,109.0,2573,5.0,Tango
430,109.0,48660,5.0,The Elementary Particles
431,110.0,1164,5.0,2 or 3 Things I Know About Her
432,110.0,4559,5.0,Vice Versa
433,110.0,2869,5.0,La séparation
434,110.0,27664,5.0,The Brown Bunny
435,111.0,45969,4.625,Career Opportunities
436,111.0,59834,4.625,100 Rifles
437,111.0,70121,4.625,'Neath the Arizona Skies
438,111.0,71876,4.625,Amelia
439,112.0,112911,5.000000000000001,Hercules
440,112.0,103279,5.000000000000001,What Maisie Knew
441,112.0,5395,5.0,The Gambler
442,112.0,97826,5.0,The Patience Stone
443,113.0,61071,5.000000000000001,The Sisterhood of the Traveling Pants 2
444,113.0,27423,5.000000000000001,A Dog's Will
445,113.0,6257,5.0,I Am Curious (Yellow)
446,113.0,73392,5.0,Collapse
447,114.0,760,5.0,Stalingrad
448,114.0,6006,5.0,Just Married
449,114.0,79318,5.0,Winnebago Man
450,114.0,53974,5.0,License to Wed
451,115.0,698,5.0,Delta of Venus
452,115.0,127124,5.0,I'll See You in My Dreams
453,115.0,3906,5.0,Under Suspicion
454,115.0,71876,5.0,Amelia
455,116.0,44731,5.0,Stay Alive
456,116.0,5918,5.0,Alone in the Dark
457,116.0,39416,5.0,Kids in America
458,116.0,39408,5.0,Left Behind III: World at War
459,117.0,121126,5.0,The Car
460,117.0,638,5.0,Jack & Sarah
461,117.0,62115,5.0,Six Shooter
462,117.0,2103,5.0,Tall Tale
463,118.0,106540,5.0,Delivery Man
464,118.0,39416,5.0,Kids in America
465,118.0,51094,5.0,Gray Matters
466,118.0,91548,5.0,Life in a Day
467,119.0,8629,4.6,The Book of Life
468,119.0,8765,4.6,This Gun for Hire
469,119.0,401,4.592592592592593,Mirage
470,119.0,58107,4.5,Step Up 2: The Streets
471,120.0,617,4.333333333333333,The Flower of My Secret
472,120.0,4026,4.333333333333333,Nowhere to Hide
473,120.0,4208,4.333333333333333,Unmade Beds
474,120.0,4284,4.333333333333333,The King and I
475,121.0,60857,5.0,The Tracey Fragments
476,121.0,4252,5.0,The Circle
477,121.0,27186,5.0,Kirikou and the Sorceress
478,121.0,4766,5.0,Our Lady of the Assassins
479,122.0,3906,4.0,Under Suspicion
480,122.0,91355,4.0,Asterix and the Vikings
481,122.0,136449,4.0,Ghost in the Shell 2.0
482,122.0,127052,4.0,Operation Y and Other Shurik's Adventures
483,123.0,53,5.0,Lamerica
484,123.0,48791,5.0,Flicka
485,123.0,27783,5.0,Lost Embrace
486,123.0,32153,5.0,Once Upon a Forest
487,124.0,27186,4.666666666666667,Kirikou and the Sorceress
488,124.0,8915,4.625,Stage Beauty
489,124.0,7340,4.583333333333333,Just One of the Guys
490,124.0,7002,4.555555555555555,Mindwalk
491,125.0,61465,5.0,Bangkok Dangerous
493,125.0,854,5.0,The Ballad of Narayama
494,125.0,7204,5.0,Hells Angels on Wheels
495,126.0,3909,5.0,Woman on Top
496,126.0,1692,5.0,Alien Escape
497,126.0,27251,5.0,The 10th Kingdom
498,126.0,39427,5.0,Stay
499,127.0,4521,5.0,Little Nikita
500,127.0,92613,4.666666666666667,Holding Trevor
502,127.0,140761,4.666666666666667,The Biggest Fan
503,128.0,8823,5.0,The Sting II
504,128.0,6425,5.0,The Sixth Man
505,128.0,134246,5.0,Survivor
506,128.0,39427,5.0,Stay
507,129.0,718,5.000000000000001,The Visitors
508,129.0,4473,5.0,Bat*21
509,129.0,3737,5.0,Lonely Are the Brave
510,129.0,4539,5.0,Salsa
511,130.0,101947,4.045454545454546,U2: From the Sky Down
512,130.0,8915,4.0,Stage Beauty
513,130.0,100553,4.0,Frozen Planet
514,130.0,109249,4.0,The Journey
515,131.0,162672,5.0,Mohenjo Daro
516,131.0,4399,5.0,Diary of a Chambermaid
517,131.0,4538,5.0,Salome's Last Dance
518,131.0,756,5.0,Carmen Miranda: Bananas Is My Business
519,132.0,3580,5.0,Up at the Villa
520,132.0,3434,5.0,Death Wish 5: The Face of Death
521,132.0,2975,5.0,The Best Man
522,132.0,3656,5.0,Lured
523,133.0,6883,5.0,Sylvia
524,133.0,45969,4.25,Career Opportunities
525,133.0,51372,4.25,Cats
526,133.0,59834,4.25,100 Rifles
527,134.0,5969,4.75,My Girl 2
528,134.0,4578,4.75,Chances Are
529,134.0,4527,4.75,A Night in the Life of Jimmy Reardon
530,134.0,5834,4.75,Fingers
531,135.0,96606,5.000000000000001,Samsara
532,135.0,62331,5.0,Dead Leaves
533,135.0,71433,5.0,"Black God, White Devil"
534,135.0,71180,5.0,Padre Padrone
535,136.0,162672,4.5,Mohenjo Daro
536,136.0,52617,4.5,Woman on the Beach
537,136.0,32025,4.5,Walk on Water
538,136.0,33838,4.5,Rize
539,137.0,4284,5.0,The King and I
540,137.0,6425,5.0,The Sixth Man
541,137.0,5324,5.0,Life or Something Like It
542,137.0,55417,5.0,Irina Palm
543,138.0,55417,5.0,Irina Palm
544,138.0,4592,4.75,The Experts
545,138.0,5236,4.75,A Tale of Springtime
546,138.0,2191,4.75,Keep the Aspidistra Flying
547,139.0,2438,5.0,Outside Ozona
548,139.0,2636,4.75,The Mummy's Ghost
549,139.0,2647,4.75,House of Frankenstein
550,139.0,2637,4.75,The Mummy's Hand
551,140.0,3768,5.0,Braddock: Missing in Action III
552,140.0,26701,5.0,Patlabor: The Movie
553,140.0,8765,5.0,This Gun for Hire
554,140.0,8629,5.0,The Book of Life
555,141.0,8485,5.0,Samsara
556,141.0,7172,5.0,Distant
557,141.0,8823,5.0,The Sting II
558,141.0,8765,5.0,This Gun for Hire
559,142.0,50804,5.0,Hannibal Rising
560,142.0,4475,5.0,The Beast of War
561,142.0,8915,5.0,Stage Beauty
562,142.0,91673,4.5,Albert Nobbs
563,143.0,162672,5.0,Mohenjo Daro
564,143.0,149606,5.0,Bajirao Mastani
565,143.0,108514,5.0,Yeh Jawaani Hai Deewani
566,143.0,3934,5.0,Kronos
567,144.0,4131,5.0,Making Mr. Right
568,144.0,2998,5.0,Dreaming of Joseph Lees
569,144.0,5395,5.0,The Gambler
570,144.0,101962,5.0,Wolf Children
571,145.0,4559,5.0,Vice Versa
572,145.0,2649,5.0,Son of Frankenstein
573,145.0,2637,5.0,The Mummy's Hand
574,145.0,41336,5.0,Nazarin
575,146.0,4539,4.666666666666667,Salsa
576,146.0,111913,4.5,Lilting
577,146.0,401,4.5,Mirage
578,146.0,39427,4.5,Stay
579,147.0,698,5.0,Delta of Venus
580,147.0,2653,5.0,Son of Dracula
581,147.0,3434,5.0,Death Wish 5: The Face of Death
582,147.0,626,5.0,A Thin Line Between Love and Hate
583,148.0,1067,5.0,A Damsel in Distress
584,148.0,6883,5.0,Sylvia
585,148.0,101947,5.0,U2: From the Sky Down
586,148.0,55732,5.0,Martian Child
587,149.0,116797,4.087913486888115,The Imitation Game
588,149.0,4246,4.064110066295296,Bridget Jones's Diary
589,149.0,1393,4.063598577348232,Jerry Maguire
590,149.0,91500,4.052892156470764,The Hunger Games
591,150.0,91355,4.230769230769231,Asterix and the Vikings
592,150.0,48660,4.230769230769231,The Elementary Particles
593,150.0,44197,4.230769230769231,Find Me Guilty
594,150.0,26160,4.230769230769231,Asterix the Gaul
595,151.0,115927,5.0,Doctor Strange
596,151.0,2063,5.0,Seventh Heaven
597,151.0,52545,5.0,Puccini for Beginners
598,151.0,957,5.0,The Scarlet Letter
599,152.0,2190,4.5,Why Do Fools Fall In Love
600,152.0,71876,4.5,Amelia
601,152.0,70121,4.5,'Neath the Arizona Skies
602,152.0,59834,4.5,100 Rifles
603,153.0,50954,5.000000000000001,It's a Boy Girl Thing
604,153.0,51380,5.0,The Canterbury Tales
605,153.0,31374,5.0,Hobson's Choice
606,153.0,33021,5.0,Dark Habits
607,154.0,7991,5.000000000000001,Death Race 2000
608,154.0,7990,5.0,Rock 'n' Roll High School
609,154.0,45172,5.0,23
610,154.0,109742,5.0,Cheap Thrills
611,155.0,162672,5.0,Mohenjo Daro
612,155.0,55555,5.0,The Edge of Heaven
613,155.0,6571,5.0,Mondays in the Sun
614,155.0,6425,5.0,The Sixth Man
615,156.0,2486,5.0,The 24 Hour Woman
616,156.0,140751,5.0,Almost Normal
617,156.0,4569,5.0,Best of the Best 2
618,156.0,167,5.0,Feast of July
619,157.0,6425,4.25,The Sixth Man
620,157.0,4470,4.214285714285714,Ariel
621,157.0,26228,4.214285714285714,A Swedish Love Story
622,157.0,26150,4.214285714285714,Andrei Rublev
623,158.0,7206,4.5,Mon oncle
624,158.0,130970,4.5,George Carlin: Life Is Worth Losing
625,158.0,27664,4.5,The Brown Bunny
626,158.0,7947,4.5,Under the Volcano
627,159.0,401,4.611111111111111,Mirage
628,159.0,4539,4.6,Salsa
629,159.0,5395,4.5,The Gambler
630,159.0,1571,4.5,When the Cat's Away
631,160.0,117871,5.0,The Water Diviner
632,160.0,149572,5.0,A.R.O.G.
633,160.0,8823,5.0,The Sting II
634,160.0,48501,5.0,G.O.R.A.
